text,label
getting ready for workim tired of smelling like fries and looking like i had a fight with a milkshake no not mcdonalds hun,0
ill be round for the bq on monday you look after mike well making him a egg and bacon sandwich,1
on my way to s for breakfast,1
want to go home  he is definitely trying to keep me cheered up tho,0
the site recommends using ie and it works perfectly on the other hand using firefox makes that site quite ghastly,1
im in need of a nap,1
and also rm a sideways point of view i capture beauty,1
tv direction in paris is artsyfartsy abysmal,0
good morning sis hey lakers champs     it was a great weekend now to see my babe,1
no we didnt like it we loved it  the tone the story the chemistry between the actorscharacters all was perfect,1
gran torino must see film it made me cry  haha,0
the peugeot is an ugly car,0
my dad wont bring me to your work,0
i have yet to meet david,0
jus ate sum delicious breakfast,1
lets have a threesome with it maybe even a fivesome if anna and amy want,1
i think my babys sick   yeah my dog,0
oh im depressed with the turnout kanina sa nba  magic,0
going to imax,1
beginning of the rd period and the redwings are winning,0
whats a crack bank then,1
set the clock ahead two hours and make him think its later,1
this was one of the best nights of my life every bon jovi gig ends up one of the best nights of my life hehe,1
my back hurts   geez,0
heck yeah id buy that well what are you waiting for,1
no wait less than two weeks till we see dm  hope dave is better still no news,0
tikko dzirdju radio laga versiju btlu come together,1
my head hurts,0
but of course best results from the best person,1
hey guys lovin the new vid podcast are you guys still giving out those qb codes id like to get my hands on it,1
my dog quotteddyquot  still dont know what his breed is,0
miss you guys already have a safe trip,0
hell yea cutie,1
so i like tofu cake and dirt chocolate and coconut watersounds normal to me,1
ive been thinking about that song all day trying to finish my freaking spanish final haha,0
my stomach aches,0
out of my favorite rum,0
i hate the rain  it should be summer but then again this is england,0
up in d was awesome go see it take all your friends i had a great night with my boo and he got me the high voltage tattoo book,1
heading out to see bridget tonight cooking dinner and watching wolverine with vino i hope,1
just enjoyed morning lap time with the cat shes wandered off to nap so now i get to work,0
ugh i woke up this morning with a migraine   took a bunch of drugs put bengay on went back to bed and just rewoke up,0
crazy ass nightmare  being choked  bugs are not a good combo my sleep schedule is so fucked,0
today shall be great,1
i think im losing my voice,0
i have no  clue a hint plz,0
loving them for there personality makes a relationship last longer then loving them for there looks,1
wont be around to drop by but do us proud,1
i knoooo lol,0
day to go lt greendays new albums out tomorrow and im buying it,1
can i ask u question,1
its sunny again  finally,1
only problem is that tiff files cant be larger than gb,0
my finger hurts so bad where i burnt it oooooomg i am gonna need aleve badly  ow,0
now youve just burst my bubble  pout,0
is all alone,0
ugh  woke up this morning before the alarm thinking it was sunday and i could go back to sleep unfortunately it is monday,0
i wish i had some green,0
phones about to die  ttfn,0
i know braif i take his sidearguement with her later amp vice versabut if i stay outi get the same results  ima luzr,1
ah okkinda like mei love writing but i took up engineeringhahawhere do u plan to studyyes im from the phils,1
ohh karma is also my best friend shes always slapping my haters,1
found my new drugs here  choci,1
working on my poster,0
also wanted you to thank your husband and quotunclequot geoff for taking a picture with baby stellans name hell explain,1
aw ok i see i jack gotta have boobs to get a beateh,0
why u telling tht nigga for n y u gonna stop talking to me,0
up north with summer on a sick ass road trip  back to the bumbo clot tmrw,0
rained in in chicago  hope it passes soon,0
hope youre mending up well  i look forward to seeing you buzzing around france soon,1
dt error on my reports   wsprnet,0
days until paris cant wait,1
only one dl ticket has come,0
that song has been stuck in my head ever since i heard it yesterday but its great,1
oh i sent you an email on facebook,1
you can add wings onto pics  cool  thanks  im off to bed  ttys oh let me know what you think of me up review be honest,1
yeah they said that on live chat too  but i love this song so much,1
yeah i am  bored already i want my hair done,0
the hottest weather is predicted in berkshire today  plus west country and port solent   makes a nice change,1
tititititittitititio  i miss you,0
is a great writer whose tweets are just as fabulous as she amp her books are,1
probably quotcant have youquot or quotwhen you look me in the eyesquot both songs are beautiful,1
is worrying unnecessarily about roadie  itll happen if its meant to  as always,1
sleepy time in fresh clean sheets  night world,1
in other newsim loving the hangover soundtrack and movie sad the whole things not on itunes,0
ive been outside with dogs for all of  minutes and im covered with fur yikes,1
ughhhh cant sleep  and how did i manage to mess up twitter from my cell so fast so i cant update from my phone  dang,0
maths is really gay and i hate skool,0
le sigh  riggens that make easy shit hard,0
see u monday have fun many hugs xo,1
cant believe how shitty some kids parents are poor little thing,0
trying my now clothes onwish i could of bought more,0
i will tonight more than likely lol if carlos comes by  he is my favorite toy lol,1
hiya hehe  wanna be friends lol,1
last tonight show with jay  looking forward to conan,0
back online after a downtime of hrs,0
gah its so windy here today that i think ill get blown over if i try to work in the garden,1
actually i can go to ocean park,1
working life is boring thats why,0
i want the trade winds to come back its so hot and humid i cant sleep,0
it makes me sad when chris is sad    hope things get better for you chris hugs,0
gosh im losing blog followers,0
thank you very much everybody for the kind comments about my design work  im flattered,1
i was about to move to phoenix because of that,0
i dont want to go there now its too cold,1
why oh why does my sharp amp perfect artwork look horribly fuzzy when uploaded to vistaprint,0
fuddruckers with,1
imma sting you lol xoxo,1
i would if my little one wasnt asleep it doesnt help but i would,0
lol yeah i got it i will be registered for lobby days the minute i get home from work,1
the best thing in my life has officially come to an end,0
need to find an appropriate promo photo to submit to this audition dont wanna take more pics,0
